지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C)
184,2014-10-23,16.6,14.1,2354,19.9,1355,0,0,0,0,0,0,6.5,1316,4.5,1157,2.1,67.4,1200,2.59,15.23,0,0,0,0,18.5,20.4,19.8
184,2014-10-24,16.3,12.5,551,20.2,1449,0,0,0,0,0,0,5,1255,3,1342,1.8,66.8,1200,2.53,16.67,0,0,0,0,17.5,19.9,19.8
184,2014-10-25,16.9,12.7,550,20.6,1339,0,0,0,0,0,0,4.7,1243,3,1202,1.9,68.8,1200,2.49,15.93,0,0,0,0,17.4,19.7,19.8
184,2014-10-26,18.4,15,558,21.8,1316,0,0,0,0,0,0,5.2,2250,3.4,2251,2,74,1300,2.31,13.53,0,0,0,0,19.3,19.7,19.8
184,2014-10-27,16.6,13.1,2357,18.8,336,0,0,0,0,0,0,9,413,5.1,344,2.9,61.4,1200,2.61,16.74,0,0,0,0,18.8,20,19.8
184,2014-10-28,16.1,12.1,556,19.9,1351,0,0,0,0,0,0,6,1520,4.3,1600,2.2,64.5,1200,2.47,15.9,0,0,0,0,17.7,19.6,19.8
184,2014-10-29,17.2,13.5,556,20.1,1433,0,0,0,0,0,0,8,2329,4.1,2331,2.3,65.4,1200,1.01,6.12,0,0,0,0,17.1,19.3,19.8
184,2014-10-30,19.3,17.9,2348,21.3,1547,5.72,0.4,2252,0.7,2227,0.7,10.2,1207,5.7,1125,2.7,67.9,1100,0.76,4.69,0,0,0,0,18.4,19.2,19.8
184,2014-10-31,19.9,17.9,1,20.9,1452,12.38,2.5,1027,8.2,959,16.6,11.7,924,6.9,935,2.6,86.9,1600,0.33,1.69,0,0,0,0,18.8,19.3,19.8
184,2014-11-01,18.3,17.2,2333,20.2,1,6.53,0,0,0,0,1.8,8,1201,5.1,600,3.1,82.8,1200,0.47,2.4,0,0,0,0,17.7,19.5,20
184,2014-11-02,15.6,14.1,1111,17.4,1403,4.42,0,0,0,0,3.6,17.8,1657,10.1,1430,5.6,69.1,1300,1.14,5.14,0,0,0,0,14.1,18.9,20.1
184,2014-11-03,14.3,13.6,448,15.1,1312,0,0,0,0,0,0,15.8,209,7.7,205,5,52.6,1300,1.81,7.94,0,0,0,0,12.6,17.9,19.9
184,2014-11-04,13.1,10.5,709,16.4,1316,0,0,0,0,0,0,5.8,9,3.3,1326,1.9,62.8,1200,2.45,14.68,0,0,0,0,14.5,17.2,19.8
184,2014-11-05,13.4,9.9,438,17.2,1112,0,0,0,0,0,0,5,1422,3.8,2307,2.3,64.5,1200,2.4,14.83,0,0,0,0,14.4,17,19.7
184,2014-11-06,16.1,12.1,1,18.3,1327,0,0,0,0,0,0,8.7,2307,5.5,2312,2.8,66.9,1200,2.19,12.32,0,0,0,0,16.7,17,19.8
184,2014-11-07,15.1,13.2,2112,17,1155,0,0,0,0,0,0,9.7,446,6.2,515,2.9,61.8,1100,2.24,13.82,0,0,0,0,16.3,17.3,19.7
184,2014-11-08,14.1,13.3,21,14.7,1330,13.77,0,0,0,0,9.4,3.7,535,2.7,6,1.2,83.4,1100,0.27,1.51,0,0,0,0,14.1,17.3,19.7
184,2014-11-09,14.7,13.9,2330,16,1309,0,0,0,0,0,0,8.9,511,5.2,514,2.9,67.9,1200,1.29,6.93,0,0,0,0,13.6,16.9,19.7
184,2014-11-10,13.3,10.6,2358,16.4,1340,0,0,0,0,0,0,6.3,823,4.3,844,2.2,60,1200,2.3,13.68,0,0,0,0,13,16.7,19.7
184,2014-11-11,13.1,9.9,209,15.4,1156,0,0,0,0,0,0,7,1213,4.5,1919,2.6,66.9,1100,2.15,9.66,0,0,0,0,12,16.3,19.7
184,2014-11-12,14.3,11.7,2323,16.4,508,1.35,0,0,0,0,0.4,16.8,1728,10.2,1910,7.1,58.3,1300,1.22,7.31,0,0,0,0,12.7,16.1,19.9
184,2014-11-13,9.5,8.8,2017,11.8,1,6.55,0,0,0,0,0.3,17.7,133,9.9,131,5.1,64.8,1300,1.76,6.71,0,0,0,0,9.3,15.6,19.8
184,2014-11-14,12.1,9.2,7,13.4,1458,0.68,0,0,0,0,0,10.6,1525,6.1,1553,3.5,53,1300,1.58,6.04,0,0,0,0,11.1,15,19.7
184,2014-11-15,12.1,9.7,641,14.8,1256,0,0,0,0,0,0,8.4,209,4.2,1238,2.3,58.5,1200,2.26,10.55,0,0,0,0,11.6,14.6,19.6
184,2014-11-16,12.6,10.4,53,14.6,1505,1.15,0,0,0,0,0,3.9,1426,2.8,1435,1.3,62.6,1300,1.04,4.19,0,0,0,0,13.4,14.7,19.6
184,2014-11-17,13,11.3,2351,14.5,336,2.12,0,0,0,0,1.3,12.1,1909,7.3,1914,4,62.3,1400,1.14,4.32,0,0,0,0,12,14.7,19.6
184,2014-11-18,11.6,10.6,2329,13.5,1425,0,0,0,0,0,0,10.4,36,5.8,746,3.7,55.6,1200,2.13,9.55,0,0,0,0,11.3,14.3,19.6
184,2014-11-19,10.6,6.9,648,13.9,1442,0,0,0,0,0,0,6.2,38,3.4,101,1.9,52.1,1200,2.24,12.95,0,0,0,0,10.1,14.1,19.6
184,2014-11-20,11.8,8.5,705,15.5,1305,0,0,0,0,0,0,5,1341,2.9,1430,1.7,60.4,1200,2.09,12.52,0,0,0,0,11.1,14,19.7
184,2014-11-21,13.2,8.8,358,18.1,1308,0,0,0,0,0,0,7.5,1220,5.4,1340,2.5,66.5,1200,2.01,11.14,0,0,0,0,12.4,14,19.6
184,2014-11-22,15.3,10.5,715,19.8,1258,0,0,0,0,0,0,8.3,1602,5.5,1606,2.6,71,1200,2.05,12.1,0,0,0,0,13.5,14.3,19.6
184,2014-11-23,16.5,14.3,418,19.8,1355,0.37,0,0,0,0,0,8.8,1443,5,1110,2.5,74.4,1300,1.57,6.61,0,0,0,0,15.8,15,19.6
184,2014-11-24,17.5,14.3,259,22.5,1507,7.97,0,0,0,0,24.4,14.6,1939,10,1939,2.5,74.1,1000,1.01,4.64,0,0,0,0,16.2,15.4,19.6
184,2014-11-25,14.1,13,750,15.1,1,15.23,0,0,0,0,16.8,10.5,150,7.1,147,3.2,88,1100,0.75,2.31,0,0,0,0,14.2,15.8,19.6
184,2014-11-26,13.1,10.2,2400,15.4,1503,11.15,0,0,0,0,24.6,10.9,631,5.4,623,2.1,82.9,1400,1.08,4.83,0,0,0,0,13.9,15.4,19.6
184,2014-11-27,13.2,9.2,551,16.9,1455,0,0,0,0,0,0,7.4,1559,4.5,1503,2.4,77.1,1000,1.66,9.59,0,0,0,0,11.7,14.7,19.6
184,2014-11-28,16,12.7,12,21.8,1040,3.17,0,0,0,0,0.7,13,738,8,1218,3.9,77.3,1100,0.77,2.56,0,0,0,0,13.8,14.7,19.6
184,2014-11-29,13.8,12,2030,14.9,1255,0,0,0,0,0,0,9,2311,5.3,324,3.1,69,1300,1.8,7.86,0,0,0,0,13.1,14.9,19.5
184,2014-11-30,15.7,13.5,224,18.5,1218,9.2,0,0,0,0,17,18.8,606,11.3,612,3.7,82.1,1000,1.16,3.82,0,0,0,0,14.7,14.8,19.5
184,2014-12-01,8.7,4.3,2302,14,1,12.52,0,0,0,0,0.9,20.8,1406,12.8,552,9,64.1,1100,0.66,3.23,0,0,0,0,7.9,15,19.5
184,2014-12-02,5.2,4.2,541,6.6,2353,23.08,0,0,0,0,3.6,17.4,600,9.9,232,6.2,80.5,1000,0.74,3.77,0,0,0,0,5.4,13.5,19.5
184,2014-12-03,8.3,6.3,26,9.9,1225,8.3,0,0,0,0,6.7,13,601,7.3,238,5.1,63.9,1200,1.16,4.62,0,0,0,0,7.4,12.2,19.6
184,2014-12-04,6.8,3.9,2222,8.4,100,15.02,0,0,0,0,1.8,18.8,2215,11.5,1651,0,63.6,1200,1.06,3.86,0,0,0,0,5.6,11.8,19.5
184,2014-12-05,5.9,3.1,217,7,1907,14.48,0,0,0,0,3.6,20.2,2022,11.6,318,8.2,64.6,1000,1.01,4.29,0,0,0,0,4.5,11.1,19.5
184,2014-12-06,6.1,3.9,402,7.5,2032,13.01,0,0,0,0,2.9,17.4,233,10.3,341,5.6,69.8,1000,0.94,3.98,0,0,0,0,5.1,10.4,19.4
184,2014-12-07,7.2,5.5,732,9.3,1444,0,0,0,0,0,0,8.6,27,4.3,40,1.5,65.1,1400,1.18,5.83,0,0,0,0,7.8,10.1,19.4
184,2014-12-08,8.7,6.5,2339,11.2,523,4.45,0,0,0,0,2.6,14.7,549,8.3,555,4.8,69,1200,0.89,4.51,0,0,0,0,7.4,10.3,19.5
184,2014-12-09,6.9,4.9,755,8.8,1405,0,0,0,0,0,0,13.4,341,6.1,20,3.1,58.6,1200,2.03,11.46,0,0,0,0,5.8,10.1,19.4
184,2014-12-10,11.2,7.3,1,14.6,1151,3.73,0,0,0,0,0.2,10.3,1240,6.4,1246,2.7,71.3,1000,1.26,4.64,0,0,0,0,9,10.1,19.4
184,2014-12-11,8.7,6.3,2344,10.6,617,7.45,0,0,0,0,3.6,16.8,930,8.5,753,5.1,66.1,1100,0.96,3.12,0,0,0,0,7.6,10.6,19.3
184,2014-12-12,7.2,5.8,1847,8.1,2035,4.6,0,0,0,0,0,18,1902,11.6,2109,6.6,56.3,1300,1.01,4,0,0,0,0,5.4,10.3,19.4
184,2014-12-13,6.6,4.1,439,7.7,2254,6.92,0,0,0,0,1,19.3,636,10.8,637,7.4,57.8,1300,1.17,5.7,0,0,0,0,4.8,9.8,19.3
184,2014-12-14,6.5,4,2247,7.9,137,0.5,0,0,0,0,0,12.9,145,7.7,252,3.8,59.8,1400,0.84,4.53,0,0,0,0,5.6,9.5,19.3
184,2014-12-15,8.4,4,620,12.7,1331,5.92,0,0,0,0,1.4,11,1244,5.9,1327,2.3,70.3,1300,1.36,6.61,0,0,0,0,6.9,9.1,19.3
184,2014-12-16,6.2,2,2049,10.9,59,14.45,0,0,0,0,9.4,23,2041,14.6,2011,9.6,69.8,1200,1.3,4.91,0,0,0,0,5.7,9.5,19.2
184,2014-12-17,3.4,1.1,825,5,1437,21.93,0,0,0,0,2.6,22.8,414,13.4,630,9.4,70,1300,0.93,4.64,1.1,825,1.1,825,2.6,8.8,19
184,2014-12-18,3.6,1.3,2349,4.9,1348,5.98,0,0,0,0,0,17.1,329,9.2,509,4.6,63,1300,1.73,8.05,0,0,0,0,3.4,8.2,19.2
184,2014-12-19,6.4,1.2,52,9.6,1339,5.45,0,0,0,0,0,6.7,2356,4.5,2359,1.7,64.9,1100,1.06,4.44,0,0,0,0,4,7.6,19.3
184,2014-12-20,7.8,5.3,2350,10.9,754,6.18,0,0,0,0,5.4,16.5,1113,9.2,1135,5.7,62.9,1100,0.71,3.49,0,0,0,0,6.2,7.9,19.2
184,2014-12-21,5.1,2.6,2151,6.3,1330,15.93,0,0,0,0,0.4,19.8,1815,12.4,2150,6.7,65.5,1300,0.56,2.25,0,0,0,0,4.1,7.8,19.2
184,2014-12-22,6.3,3.6,107,8.4,2326,4.92,0,0,0,0,0,17.6,113,10.9,130,6.2,56.1,1200,0.55,2.17,0,0,0,0,3.5,7.3,19.2
184,2014-12-23,8.4,5.7,713,10.5,1227,0,0,0,0,0,0,5.9,11,4,15,1.8,59.8,1000,1.86,8.29,0,0,0,0,7,7.4,19.3
184,2014-12-24,10.1,7.5,1,13.6,1305,0,0,0,0,0,0,13.7,1447,7.4,2349,3.8,65.9,1000,0.76,4.84,0,0,0,0,7.9,8.2,19.2
184,2014-12-25,6.1,5.4,1714,7.8,7,0,0,0,0,0,0,12.3,234,7.6,132,4.3,60.4,1300,1.38,6.13,0,0,0,0,5.6,8.4,19.2
184,2014-12-26,4.9,2.6,2347,6.3,1445,0,0,0,0,0,0,8.3,333,4.6,342,2.7,61.5,1400,1.27,7.13,0,0,0,0,4.7,8.1,19.2
184,2014-12-27,6.2,2,327,10.7,1400,0,0,0,0,0,0,5.2,1322,3.6,1325,2,68.6,1200,1.73,8.55,0,0,0,0,4.4,7.6,19.2
184,2014-12-28,8,5.5,10,9.1,1632,0,0,0,0,0,0,8.6,750,4.4,655,2.8,64.4,1200,0.82,3.19,0,0,0,0,6.3,7.8,19.2
184,2014-12-29,10.8,7.6,442,12.7,1409,4.28,0,0,0,0,0.7,9.4,2217,5.8,2233,3.3,58.6,1200,1.63,8.07,0,0,0,0,8.2,8,19.2
184,2014-12-30,11.7,8.9,2319,14.7,1345,0,0,0,0,0,0,9.7,21,6.2,8,3.5,39.6,1200,1.79,10.45,0,0,0,0,7.4,8.5,19.1
184,2014-12-31,9.3,4.7,2338,14.5,952,8.13,0,0,0,0,0.4,20.5,2351,11.3,1159,6.7,62.6,1000,0.4,2.48,0,0,0,0,6.5,8.5,18.9
184,2015-01-01,3.3,1.7,508,5.4,7,21.87,0,0,0,0,4.2,21.2,812,12.9,330,8.3,69.9,1200,0.68,3.35,1.8,855,1.8,855,2.4,8.2,18.3
184,2015-01-02,6.1,3.9,2201,8.5,1438,5.3,0,0,0,0,0,16.8,1323,9.7,1444,6.3,53.1,1100,0.93,4.98,0,0,0,0,3.6,7.4,18.7
184,2015-01-03,6.8,3.5,328,9.6,2114,0,0,0,0,0,0,6,1438,3.7,1444,2.1,61.3,1300,1.77,8.18,0,0,0,0,5.3,7.2,18.9
184,2015-01-04,11.5,7.7,105,15,1151,0,0,0,0,0,0,7,1020,4.3,1024,2.8,64.8,1200,1.71,10.06,0,0,0,0,7.3,7.5,18.8
184,2015-01-05,12.9,6.8,222,17.5,2152,3.05,0,0,0,0,0.7,13.4,2313,7.2,2317,2.2,59.9,1400,1.5,7.48,0,0,0,0,8.8,8,18.8
184,2015-01-06,7.8,3.9,2122,17.2,22,3.45,0,0,0,0,0.2,15.1,29,7.6,1356,5.2,66.1,1400,1.62,9.03,0,0,0,0,8.2,9,18.4
184,2015-01-07,4.7,3.4,509,5.8,1854,0.98,0,0,0,0,0,16.1,1735,8.1,1557,5.2,64.4,1100,0.9,3.07,0,0,0,0,3.8,8.5,18.7
184,2015-01-08,6.3,5.1,41,7.6,1455,0,0,0,0,0,0,13.3,310,7.6,309,5.4,63.4,1100,0.68,3.92,0,0,0,0,5.5,7.9,18.6
184,2015-01-09,8,6.5,49,10,1446,0,0,0,0,0,0,11.7,1709,7.5,1720,5,55.8,1300,1.32,6.55,0,0,0,0,6.5,7.8,18.7
184,2015-01-10,8.6,6.5,2127,11,1337,0,0,0,0,0,0,13.7,312,8.1,121,4.6,53.5,1300,1.58,9.18,0,0,0,0,7.2,7.8,18.7
184,2015-01-11,8.5,5.4,2351,12.1,1151,0,0,0,0,0,0,12.4,702,7.5,935,4.9,60,1400,1.36,8.26,0,0,0,0,7.3,7.8,18.6
184,2015-01-12,4.9,3.8,803,7.9,1435,0,0,0,0,0,0,9.6,501,5.3,243,3,55,1200,2.03,11.78,0,0,0,0,5,7.6,18.7
184,2015-01-13,9.7,4.2,133,13.7,1129,0,0,0,0,0,0,8.3,1152,4.7,1548,2.2,66.1,1100,1.52,7.27,0,0,0,0,8.7,7.5,18.7
184,2015-01-14,9.3,8.7,1421,10.7,358,19.67,0,0,0,0,37.4,11,2158,7.6,2158,3.2,85.4,1200,0.1,0.54,0,0,0,0,8.5,8.1,18.7
184,2015-01-15,8.4,5.9,619,10.9,1435,0,0,0,0,0,0,9.4,1200,5.7,1553,3.5,65.3,1300,1.64,8.72,0,0,0,0,6.5,8,18.6
184,2015-01-16,7.7,5.3,301,9.4,1313,4.25,0,0,0,0,0.1,16.2,2336,9.6,2333,4.2,71.9,1000,0.2,1.16,0,0,0,0,5.5,7.8,18.6
184,2015-01-17,5,2.7,2353,8,11,4.2,0,0,0,0,0,17.4,106,10.1,109,5.1,61,1200,1.76,9.85,0,0,0,0,4.4,7.6,17.9
184,2015-01-18,6,1.2,559,10.1,2324,0.1,0,0,0,0,0,17.2,2311,8.7,2304,3.2,63.4,1100,1.23,6.01,0,0,0,0,3.8,7.1,18.5
184,2015-01-19,8.5,5.9,2344,11,1132,0,0,0,0,0,0,18.1,40,12.2,41,6.1,51.5,1100,1.71,9.05,0,0,0,0,6.6,7.2,18.3
184,2015-01-20,6.9,3.7,643,9.7,1555,0,0,0,0,0,0,7.1,26,4.4,101,2.1,68.3,1200,1.86,11.2,0,0,0,0,7.2,7.4,18.4
184,2015-01-21,9.2,7.8,2356,10.6,1732,7.62,0,0,0,0,5.8,6.3,241,3.6,244,1.5,78.9,1200,0.41,1.84,0,0,0,0,8,7.9,18.5
184,2015-01-22,7.6,6.5,2317,9,214,0.97,0,0,0,0,4.7,12.4,1505,7.6,1354,4.8,69.6,1100,1.27,4.9,0,0,0,0,5.5,8,18.4
184,2015-01-23,6.9,5.4,2357,9.9,1438,0,0,0,0,0,0,8.6,9,4.6,15,2.8,63.3,1200,2.14,11.44,0,0,0,0,6.4,7.8,18.3
184,2015-01-24,8,5,30,11,1510,0,0,0,0,0,0,5.4,1128,4,1135,2.2,69.1,1200,2.02,10.2,0,0,0,0,7.1,8,18.4
184,2015-01-25,11.6,6.9,213,15.8,1718,6.58,0,0,0,0,9.2,4.9,1756,3.3,510,1.7,69.6,1200,1.29,6.53,0,0,0,0,9.1,8.3,18.4
184,2015-01-26,10.3,7.4,2320,13.6,34,7.5,0,0,0,0,0,10.4,1739,6.7,1739,3.9,85.4,1100,0.15,0.85,0,0,0,0,9.8,9.2,18
184,2015-01-27,5.6,3.3,2344,7.6,216,0,0,0,0,0,0,10.4,212,6.9,225,4,68,1300,1.85,8.22,0,0,0,0,6.9,9,17.7
184,2015-01-28,4.5,3.2,11,6.4,1445,0,0,0,0,0,0,9.9,534,6.3,535,3,61,1200,2.27,10.9,0,0,0,0,5.1,8.5,18.2
184,2015-01-29,6.8,4.8,1,8.1,1409,19.22,0,0,0,0,19.1,11.1,1431,7,1421,3.2,87,1200,0.35,1.39,0,0,0,0,5.9,7.9,18.2
184,2015-01-30,5,3.6,2338,6.7,1413,7.5,0,0,0,0,1,15.8,1633,9.6,1650,5.8,66.6,1300,0.78,2.46,0,0,0,0,4.4,7.7,17.7
184,2015-01-31,3.4,2.7,2304,5.1,1402,1.22,0,0,0,0,0,14.2,111,7.8,1,4.4,62.1,1300,1.22,4.69,0,0,0,0,2.8,7.1,17.8
184,2015-02-01,4.1,0.6,657,7.7,1421,0,0,0,0,0,0,6.1,22,3.6,119,2,59.9,1200,2.31,14.62,0,0,0,0,4.6,6.5,18
184,2015-02-02,6,4.3,2251,9.3,1608,0,0,0,0,0,0,6,1515,3.8,514,2.3,60.5,1200,2.28,12.87,0,0,0,0,6.9,6.9,17.9
184,2015-02-03,6.2,2.8,532,9.6,1200,0,0,0,0,0,0,9.4,2130,5.3,1644,2.8,65.4,1100,2.01,8.71,0,0,0,0,3.9,7.1,17.9
184,2015-02-04,6.8,6,322,7.4,1630,1.33,0,0,0,0,0,12.4,1037,7.5,1946,5,56.8,1300,0.35,2.01,0,0,0,0,4.7,7.1,17.6
184,2015-02-05,5.5,3.1,1111,6.9,40,4.17,0,0,0,0,0.3,14.6,730,9.4,732,5.9,61.3,1100,0.74,3.34,0,0,0,0,4.3,6.8,17.1
184,2015-02-06,6.1,5,548,7.8,1246,0,0,0,0,0,0,9.7,11,5.3,24,2.9,59.5,1200,1.28,5.21,0,0,0,0,5.7,6.6,17.4
184,2015-02-07,8,5.8,508,9.7,1501,5.1,0,0,0,0,0.1,10.4,1502,6,2359,3.1,63.3,1400,1.14,4.94,0,0,0,0,7.5,6.8,17.8
184,2015-02-08,1.7,-0.7,1357,8.8,1,10.87,0,0,0,0,0.1,19.7,1236,11.2,1236,7.4,69.1,1200,0.92,4.87,0.1,1600,0.1,1600,3.1,6.9,16.7
184,2015-02-09,1.8,-0.3,25,3.6,2051,9.75,0,0,0,0,0.4,15,30,7.6,750,5,58.1,1200,1.6,8.45,0.5,655,0.5,655,3.4,6.1,17.4
184,2015-02-10,7.1,2.5,128,9.4,1554,0,0,0,0,0,0,10.7,1540,6.4,1354,4.4,55.1,1200,1.04,5.3,0,0,0,0,5.8,5.7,16.7
184,2015-02-11,8.9,5.8,257,12.3,1603,0,0,0,0,0,0,10.9,1438,6.6,1508,3.8,51.8,1200,2.22,14.35,0,0,0,0,8.9,6,17.3
184,2015-02-12,7,4.6,2308,10,317,0,0,0,0,0,0,14.1,1656,8.5,1732,5.3,58,1200,2.19,12.46,0,0,0,0,9.2,6.8,16.9
184,2015-02-13,4.7,3.3,743,8.1,1412,0,0,0,0,0,0,11.1,10,6.6,4,3.9,57.4,1300,2.06,11.9,0,0,0,0,7.3,7,16.6
184,2015-02-14,8.4,3.1,659,14.4,1626,0,0,0,0,0,0,9.3,1541,6.5,1541,2.2,56.3,1200,2.39,15.15,0,0,0,0,9.5,7,17.2
184,2015-02-15,12.5,9,116,14.9,1030,12.9,0,0,0,0,12.8,15.2,2217,9.3,1957,2.6,79.5,900,0.35,1.97,0,0,0,0,9.5,7.6,17.3
184,2015-02-16,11.8,9.8,2334,14.4,201,3.83,0,0,0,0,3,11.7,2150,7.3,1235,3.7,88.4,1200,0.97,3.71,0,0,0,0,11.3,8.5,16.4
184,2015-02-17,8.3,7.3,2203,10,1337,0,0,0,0,0,0,13.7,2155,7.6,2149,5.4,62.5,1200,2.02,11.72,0,0,0,0,8.4,8.9,16.1
184,2015-02-18,6.5,5.5,2336,7.4,1,5.17,0,0,0,0,0,13.1,2010,7.8,1940,5.7,64.3,1300,0.28,1.51,0,0,0,0,5,8.4,15.9
184,2015-02-19,5.7,4,2329,8.9,1228,0,0,0,0,0,0,13.4,208,7.9,128,3.3,58.3,1400,2.4,13.32,0,0,0,0,9.5,7.7,16.3
184,2015-02-20,9.3,3.1,533,14.9,1443,0,0,0,0,0,0,11.6,1725,6.6,1615,3,54.4,1100,2.35,14.88,0,0,0,0,9.9,7.7,17.1
184,2015-02-21,11.9,9,522,17.3,1335,16.35,0,0,0,0,5.5,11.6,1331,6.4,1343,2.8,86.5,1700,0.31,2.55,0,0,0,0,10.7,8.4,17
184,2015-02-22,8.7,6.5,2400,10.8,1,10.02,0,0,0,0,0.3,11.4,345,6.8,347,4,79,1500,1.56,4.83,0,0,0,0,9.9,9,15.7
184,2015-02-23,6.9,5.4,444,9.8,1230,0.77,0,0,0,0,0,7.2,354,4.5,159,2.9,65.6,1200,2.47,14.4,0,0,0,0,9.2,8.7,16.3
184,2015-02-24,7.9,5.9,1,10.9,1607,0,0,0,0,0,0,6.5,117,3.9,830,2.2,56.4,1200,2.6,15.43,0,0,0,0,10.9,8.9,16.8
184,2015-02-25,10.3,6.8,212,12.7,1136,0.88,0,0,0,0,0,4.9,1616,3.2,1821,1.5,64.8,1100,1.31,5.35,0,0,0,0,8.7,9.1,17
184,2015-02-26,8.8,4.9,2337,11.6,912,0,0,0,0,0,0,9.4,1412,5.9,1430,3.4,63.6,1400,1.72,7.81,0,0,0,0,10.1,9.3,16.2
184,2015-02-27,4.2,3.7,2050,5.4,1426,0,0,0,0,0,0,11.5,405,6.3,150,3.6,56.3,1300,0.99,5.93,0,0,0,0,5.3,8.6,16.3
184,2015-02-28,7.9,4.1,1,9.8,1132,11.52,0,0,0,0,13,11.5,2343,7.3,2347,2.4,75.3,1200,0.35,1.83,0,0,0,0,6.1,7.8,16.8
184,2015-03-01,7.3,5.9,2353,9.2,1417,7.95,0,0,0,0,2.6,12.2,1707,7.3,0,5,69.5,1400,2.22,9.14,0,0,0,0,8.5,7.8,16.2
184,2015-03-02,7,3.4,722,10.1,1558,0,0,0,0,0,0,6.8,8,4.5,1211,2.3,51.9,1200,2.84,19.24,0,0,0,0,8.7,7.8,16.7
184,2015-03-03,8.4,6.8,2309,10.1,1549,5.83,0,0,0,0,1.3,17.7,2358,9.5,2400,2.7,75.6,1500,0.92,2.79,0,0,0,0,7.2,8.3,16.8
184,2015-03-04,4,3.2,553,6.8,13,0,0,0,0,0,0,16.2,31,9.7,34,6,54.8,1300,1.45,8.76,0,0,0,0,4.8,8,15.4
184,2015-03-05,5.4,2.8,450,7.1,1237,0,0,0,0,0,0,10.3,59,5,217,3.1,48.1,1200,2.82,16.78,0,0,0,0,7,7.4,16.4
184,2015-03-06,8,6.3,456,9.3,2131,12.02,0,0,0,0,1.5,4.8,206,3.1,248,1.3,77.6,1100,0.33,2.18,0,0,0,0,7.3,7.9,16.7
184,2015-03-07,9.3,6.3,2341,12.1,1253,2.03,0,0,0,0,0,7.3,1002,5.2,1007,2.1,68.4,1300,1.7,6.72,0,0,0,0,8.2,8,16.8
184,2015-03-08,10.7,4,422,16.1,1148,0,0,0,0,0,0,11.5,1306,5.8,1400,2.7,56.9,1200,2.79,17.04,0,0,0,0,9.9,8.1,16.8
184,2015-03-09,7.6,2,2354,11.6,1030,6.37,0,0,0,0,9.5,16.3,2155,10.3,2124,5.1,65.1,1200,2.58,15.34,0,0,0,0,9.7,9,16.4
184,2015-03-10,2.9,0.2,733,4.1,1455,6.3,0,0,0,0,0.2,18.6,655,10.9,309,7.2,55.5,1100,2.16,11.67,0,555,0,555,4.9,8.5,15.1
184,2015-03-11,7,3.3,14,9.7,1531,0,0,0,0,0,0,14,1650,7.4,49,5.5,51.8,1200,2.71,16.48,0,0,0,0,9,7.8,15.3
184,2015-03-12,8.3,6.2,2353,11.3,1537,0,0,0,0,0,0,11.9,55,6.9,41,3.7,47.3,1200,3.03,19.92,0,0,0,0,12.7,8.3,15.1
184,2015-03-13,11.5,4.7,650,17.7,1315,0,0,0,0,0,0,11.1,1422,6.2,1425,3,55,1300,2.62,17.17,0,0,0,0,12.5,8.8,16.2
184,2015-03-14,10.3,8.7,718,12.2,1330,0,0,0,0,0,0,7.9,222,5,1052,2.4,50.1,1300,2.4,15.61,0,0,0,0,12.8,9.7,15.9
184,2015-03-15,10.8,7.8,651,14,1447,0,0,0,0,0,0,6,1104,4.5,1210,1.8,53.8,1200,2.84,19.09,0,0,0,0,14.2,10.1,16.3
184,2015-03-16,13.5,9.9,35,17.1,1543,0,0,0,0,0,0,10.3,1505,6.5,1505,2.3,60,1300,2.68,16.95,0,0,0,0,17.1,10.7,16.1
184,2015-03-17,15.7,11.1,454,19.6,2357,0,0,0,0,0,0,11.5,2154,5.6,2154,2.2,71.9,1300,2.79,18.19,0,0,0,0,18.1,11.4,16.2
184,2015-03-18,17.1,13.9,2359,20.6,1228,12.92,0,0,0,0,60.5,16,1324,8,1409,3,90.3,1300,0.48,2.42,0,0,0,0,16.9,13.4,15.6
184,2015-03-19,12.8,11.5,752,14.8,1506,8.5,0,0,0,0,4.2,7.4,640,4.9,640,2.4,92.3,1500,1.54,7.63,0,0,0,0,15.1,13.5,16
184,2015-03-20,12.9,11.3,548,16.5,1358,1.92,0,0,0,0,0.2,6,1024,4.4,1028,2.3,74.9,1300,2.89,16,0,0,0,0,15.9,13.4,15
184,2015-03-21,13.8,10.9,655,17.5,1324,0,0,0,0,0,0,8.9,2316,5.5,1553,2.9,62.4,1200,2.9,19.84,0,0,0,0,15.2,13.6,14.5
184,2015-03-22,12.3,9,2356,16.5,1152,0,0,0,0,0,0,6.9,112,4.9,1532,3.2,59.6,1200,3.07,21.04,0,0,0,0,15.2,13.6,14.6
